date,year_quarter,year,quarter,gdp_index,gdp_growth_qoq_pct,education_spending_index,public_investment_index,business_investment_index,productivity_index,real_wage_index,unemployment_rate,inflation_rate,policy_rate,consumer_confidence,exports_index,policy_outcome_index,price_level_index,nominal_wage_index,crisis_shock,education_spending_with_na,constant_one
1996-01-01,1996-Q1,1996,1,100.43250171508707,0.18051477709854474,103.44930257645281,104.9548187579579,91.70056744204318,69.12601267253189,66.91515995747083,4.0,-0.8,0.9549137361962313,82.34301553007366,101.96427049226938,61.04598198623149,99.69558250936491,105.9763976055893,0,103.44930257645281,1
1996-04-01,1996-Q2,1996,2,100.87304158368669,0.4386427312637966,103.32526663666198,105.05800582872078,91.09575895194774,69.70764015522145,65.62039555632435,4.0,-0.6732330059241135,0.8320017543753866,82.01516820757436,102.99285669359719,60.89778635592737,99.52778661763958,106.22170978344069,0,103.32526663666198,1
1996-07-01,1996-Q3,1996,3,101.05863448894749,0.1839866255116641,103.16221585747793,105.09310828691584,91.85646047054502,69.75206510170334,64.87444113073386,4.0,-0.3087107120677507,0.847105463773981,81.30404649250627,102.89229619057136,61.50505994330675,99.45097338294643,106.19462394356515,0,103.16221585747793,1
1996-10-01,1996-Q4,1996,4,101.06054836240673,0.001893824776993444,103.35617350330934,105.99499563647704,92.3547094157677,69.67383586625368,64.07073642536191,4.0,-0.3321736672218149,0.7828704415733694,81.72188573959924,103.32844298979144,61.11283980396186,99.36838589660294,106.42926483235802,0,103.35617350330934,1
1997-01-01,1997-Q1,1997,1,101.21803615772414,0.15583508883471292,103.31905405056395,106.53486810336842,93.25485659767148,69.75748636296959,63.68780769363723,4.0,-0.46078796918824927,0.7152756211559693,83.33378600150475,103.1141364770392,61.54912755288736,99.25391650475592,106.41403249461526,0,103.31905405056395,1
1997-04-01,1997-Q2,1997,2,101.62081309297936,0.397930003924976,102.90878185822434,107.39383994514708,93.33020636607046,69.8238519550413,63.03157164324352,4.0,-0.31595575051271274,0.7799597901885137,83.38652828198978,103.29974077389264,60.94850733855896,99.17551689055446,106.7829252048739,0,,1
1997-07-01,1997-Q3,1997,3,102.23661902334315,0.6059840613559583,102.85940762560583,107.73457911241684,93.15026975246924,70.25887761746262,62.66722607460535,4.0,-0.2991068052123341,0.7194164637727415,83.01958824616408,103.01562622796945,60.36292563050259,99.10135671052342,107.03524103617346,0,102.85940762560583,1
1997-10-01,1997-Q4,1997,4,102.19650218292529,-0.03923920880902329,103.09849324283067,107.56398562242879,93.85283133445677,70.32078101114689,62.59971422908012,4.0,-0.056499511867526164,0.7380332392348465,82.65678613996481,102.9046511109158,59.45135170141119,99.08735876482453,107.07822203843199,0,103.09849324283067,1
1998-01-01,1998-Q1,1998,1,102.45489533571956,0.2528395270630415,103.50922142182716,107.04720918534377,94.05462015232226,70.39176167486907,62.05018197173292,4.0,0.040114788096060394,1.0623981366695068,83.28090088202688,102.93617218272965,60.14202338155999,99.09729593582416,106.71564384764176,0,103.50922142182716,1
1998-04-01,1998-Q2,1998,2,102.71703440236773,0.25585802004794145,104.14455944568482,106.93249444653931,93.06804595534476,70.62370733194876,62.32375110749566,4.0,-0.26267101508309865,1.1298149676795846,82.9485932723541,102.77398564800374,59.57519832052586,99.03222096753554,106.77133455835171,0,104.14455944568482,1
1998-07-01,1998-Q3,1998,3,102.64438492932887,-0.07072777505849343,104.24653162963048,106.73393187478923,92.48300340273275,70.79963809499358,62.398369618833705,4.0,-0.24757654989651603,1.190399303185593,83.0028448603639,102.94765340237433,59.80713050404491,98.97092582854621,106.8944111866065,0,104.24653162963048,1
1998-10-01,1998-Q4,1998,4,102.21918760821903,-0.41424313799784385,104.69440038247163,106.67650989168284,93.21988510590359,71.0025856400949,62.4317208787913,4.0,-0.536377252335311,1.2645542689042453,82.88191355486111,103.1620666662792,60.10126944001879,98.83821144540372,107.06121673173976,0,104.69440038247163,1
1999-01-01,1999-Q1,1999,1,102.37315867276224,0.15062833910729043,104.9354081692218,106.85392856189746,93.09701012228258,70.7809732479011,62.41641948770499,4.0,-0.5254588808029621,1.0786693011502275,82.13288643835268,103.32847430384959,60.07134222347211,98.70837290548704,106.73794280321661,0,104.9354081692218,1
1999-04-01,1999-Q2,1999,2,102.73907945599238,0.35743820741119164,104.93044292805882,106.46900833379718,93.52299016310464,71.12365161087556,63.05193121712383,4.0,-0.4250519152709213,1.343648461468484,82.41568155870182,104.07829896410674,60.16034659997332,98.60348244809515,106.7272985451994,0,104.93044292805882,1
1999-07-01,1999-Q3,1999,3,102.85015531508836,0.10811451658330201,105.9643076112562,106.8448284472286,94.1253647542689,71.24359306143475,63.06058535215917,4.0,-0.21835907333316795,1.3546446827690126,82.93206557416184,104.5165065256495,60.97180393439332,98.54965503545817,106.6223299410012,0,105.9643076112562,1
1999-10-01,1999-Q4,1999,4,102.80210535559189,-0.04671841218835996,106.03707375479647,106.75511176951395,93.32717521858856,71.0601651451386,63.526910008493104,4.0,-0.39166146959175774,1.5250149031279403,82.749693875994,104.50869810931792,61.77101857664029,98.4531597786608,106.55408836489124,0,106.03707375479647,1
2000-01-01,2000-Q1,2000,1,103.03895229454908,0.23039113658025254,105.99555428332908,106.45326572591576,92.66363322843355,71.68918372725767,63.85370353736521,4.0,-0.4740290833809931,1.3784885207127717,82.99981531684693,105.01424503922634,60.76362296566726,98.3364856259462,106.28996471854295,0,105.99555428332908,1
2000-04-01,2000-Q2,2000,2,103.47987399930608,0.4279174961878236,106.27835425272539,107.42671273136386,92.44234400248348,71.46940596672444,63.811591137231595,4.0,-0.5270514602299259,1.5186648276290773,83.44267988250459,104.81061815035116,60.78884029616315,98.20691465508861,106.1425950399169,0,106.27835425272539,1
2000-07-01,2000-Q3,2000,3,103.56519088809092,0.08244780891926534,106.78246956182825,107.0765702393842,92.92351733484405,71.34040675592236,63.86842743269754,4.0,-0.2601829177116427,1.4782541421628455,82.75055064610494,105.20753725019458,61.0927286640571,98.14303525110256,105.89129528327727,0,106.78246956182825,1
2000-10-01,2000-Q4,2000,4,103.54312159163794,-0.021309569618642193,107.29802288616348,107.18367699422208,93.79784007184148,70.7728939224445,63.8340677418001,4.0,-0.32140850467933424,1.7552579059815963,81.99267491942474,105.46463119517657,61.75671088782285,98.06417523559068,106.06769010538856,0,107.29802288616348,1
2001-01-01,2001-Q1,2001,1,103.86883170537092,0.3145647037932098,107.80201621644935,106.9959347600017,94.26263782569468,71.32261287104188,63.84930604880946,4.0,-0.030501522563667838,1.8039929468525835,81.77644772712584,105.63109560502828,61.94530658850332,98.05669746895659,106.46250247296489,0,107.80201621644935,1
2001-04-01,2001-Q2,2001,2,104.19430806497348,0.31335324972730927,107.66757220469783,106.25980723616779,94.94760204722755,71.6905146311682,64.27203429966471,4.0,-0.15439957892267503,1.6661887430211708,82.80015571320945,105.72323439441615,62.585890813471565,98.01884768695719,106.09472096357605,0,107.66757220469783,1
2001-07-01,2001-Q3,2001,3,104.60761374061835,0.39666818977016066,107.65674629907828,107.36288936951912,93.67220660561243,71.880947878794,64.55889119839922,4.0,0.011458766601534637,1.6630636623070496,83.07225909719021,105.44841289305876,62.95425611016173,98.02165562470267,106.14640391028333,0,107.65674629907828,1
2001-10-01,2001-Q4,2001,4,104.81681927632206,0.19999073511270085,108.8100855899739,107.68657763834739,92.61726549951852,71.95119330999466,64.76130111852463,4.0,0.25129555676783616,1.925289735344592,82.63518005548748,105.61101379887832,62.35739717622467,98.08323664101647,105.72720017354409,0,108.8100855899739,1
2002-01-01,2002-Q1,2002,1,105.32881732525307,0.48846936251830075,109.1948645894273,107.72937046369972,91.79927027340852,72.59558305352644,65.1843921340218,4.0,-0.14622759766696425,1.9177153021246562,82.98385791646818,106.25370282315549,62.97494186373886,98.04738045085293,105.71897591153424,0,109.1948645894273,1
2002-04-01,2002-Q2,2002,2,105.45383891472494,0.1186964713425045,110.19532840224609,108.57210774413478,92.48287170977176,72.6183760887637,65.10395264969324,4.0,-0.34509242986592503,1.8661798278246011,81.95279232875932,106.46026877035307,63.00090036046137,97.96279192894849,105.61024844305435,0,110.19532840224609,1
2002-07-01,2002-Q3,2002,3,105.58826863777787,0.127477315606911,110.88679351793094,109.3984615466615,92.48740659650187,72.7767953958256,64.84105805696339,4.0,-0.36650633221052076,1.769142446158805,81.96713143179873,106.54740330240622,62.564777811427525,97.87303197004104,106.01397390652467,0,110.88679351793094,1
2002-10-01,2002-Q4,2002,4,105.7525260548662,0.15556407847903492,111.2521600404578,109.86470574508293,92.96453227267054,73.21698148172298,65.21003901232608,4.0,-0.6602695834967736,1.4831034854682226,81.9375519433943,106.60628261436494,63.221694465268435,97.71147550490497,106.31177002488256,0,111.2521600404578,1
2003-01-01,2003-Q1,2003,1,106.48655394465366,0.6940996278487483,111.71173062196804,109.86372559213972,93.98947119325874,73.67756324830302,65.50842097975952,4.0,-0.8,1.1442484899839884,81.13357874131758,107.62665090607443,63.90281391163303,97.51605255389516,106.09856007953623,0,111.71173062196804,1
2003-04-01,2003-Q2,2003,2,106.89971899859903,0.38799739369922104,111.9007850607682,110.1247059265848,95.02878557103311,73.855827142475,65.89477315601223,4.0,-0.6242708800810074,1.0504150335431472,82.04149290309942,108.38119263179182,64.42850978044616,97.36386147402055,106.44905754434288,0,111.9007850607682,1
2003-07-01,2003-Q3,2003,3,107.08708776139083,0.17527526222427542,112.11747550150818,110.32650087002332,95.03614367373149,74.11036931627649,66.1470656308998,4.0,-0.5101055436760253,1.235252605670007,82.93359460034769,108.5859666700617,64.89528283814714,97.23969686029155,106.41678771232958,0,112.11747550150818,1
2003-10-01,2003-Q4,2003,4,107.55865485151435,0.440358496977933,113.10574919480145,110.3814768255971,95.43639609329661,74.77494492969574,66.8020623249994,4.0,-0.7963610556940551,1.3092651296728097,82.70895021730844,108.84871026233996,64.62142274498746,97.04610209117396,106.70950143874231,0,113.10574919480145,1
2004-01-01,2004-Q1,2004,1,108.01052380154371,0.4201139839961403,113.2226333406307,111.05689432167422,95.86486461807215,74.43494166979353,66.92677968267779,4.0,-0.8,1.17347190225291,82.56321266422707,109.32840408183758,65.34137423811534,96.85200988699161,106.95356184828144,0,113.2226333406307,1
2004-04-01,2004-Q2,2004,2,107.94610089757593,-0.05964502504047425,113.05569105266723,111.70494297794048,95.43915503969012,75.06775513253712,67.10779257306342,4.0,-0.6878496407751981,1.446527352814404,81.85960715993829,109.5191992564147,65.8650634554483,96.68546083646879,106.51282159154941,0,113.05569105266723,1
2004-07-01,2004-Q3,2004,3,108.27185834008768,0.30177786858724576,112.8997370989731,111.27562980647407,95.5985886045741,75.29374327722776,67.2303414227767,4.0,-0.5028524525917037,0.8542546365333021,81.64578066516596,110.01383929081402,66.10439505089185,96.56391453368984,106.44032003655865,0,112.8997370989731,1
2004-10-01,2004-Q4,2004,4,108.82010116903999,0.506357642103327,112.91458538019033,110.89975896870095,95.45944666047345,76.0450011317345,67.06888092469164,4.0,-0.4334275302586389,0.8671505832609666,80.29480562298083,110.13124939321229,65.93742759640655,96.45928088621872,106.48699067123972,0,112.91458538019033,1
2005-01-01,2005-Q1,2005,1,109.35022933867421,0.4871601514234378,114.01790818302193,110.51803093842211,95.50152293505597,75.89805365155142,67.4264334191871,4.0,-0.36110697888168275,0.9258153668087018,81.27093570462701,110.57896179937718,66.49999555870721,96.37220058745392,106.57932843941701,0,,1
2005-04-01,2005-Q2,2005,2,109.47492353483997,0.11403194755044746,114.15859458583965,110.25383190207226,94.98403282136546,75.75650268747825,67.50364139243342,4.0,-0.4611771225473937,1.0217868716493548,81.20285245050316,110.42895355442337,66.47974931888753,96.26108895205272,106.7268290243388,0,114.15859458583965,1
2005-07-01,2005-Q3,2005,3,109.99355567314366,0.4737451477996467,114.79808734649414,109.24047119917479,96.0660709531593,75.2957970218596,67.08719486466346,4.0,-0.24842271364181726,1.11998112531156,81.47292044520223,110.53501205433906,66.72304713580824,96.20130534971376,106.0944035266557,0,114.79808734649414,1
2005-10-01,2005-Q4,2005,4,110.00972790568011,0.014702890944368302,115.20735565724054,109.59906392505297,95.73324629952398,75.73439193105003,66.75093815965064,4.0,-0.5289885066204298,1.0409968383873007,81.15638545704847,110.87881991621639,66.66871097256436,96.07408188758406,106.40023499554572,0,115.20735565724054,1
2006-01-01,2006-Q1,2006,1,110.78095952399167,0.7010576546219573,115.42998616299852,110.23768343902927,96.19267267060009,75.95046879552974,66.91950422407844,4.0,-0.36274968844339084,0.986455880997921,81.7721221401967,111.0902686173948,66.98859314663827,95.98695477940355,106.29972707339749,0,115.42998616299852,1
2006-04-01,2006-Q2,2006,2,110.84463775080455,0.05748120172140736,115.12928353895155,110.1016956811957,95.11110478547214,75.94285173177012,67.15468989628395,4.0,-0.45652153102935394,1.1771418293001619,81.35050548141253,111.86740294417193,67.04140856709596,95.8774045005167,106.24835078750793,0,115.12928353895155,1
2006-07-01,2006-Q3,2006,3,111.2615125136622,0.3760892464594096,115.87898282443116,110.11851694737658,94.46320693772896,75.91315913574867,67.27051238692131,4.0,-0.2583687295814775,1.2518004922971624,82.25825442044551,112.21968716996281,66.83892966041535,95.81547519252578,106.40134517595692,0,115.87898282443116,1
2006-10-01,2006-Q4,2006,4,111.12362124799851,-0.12393437995617945,116.48178348046864,109.95909630480438,94.98104234161579,76.29500948866671,66.88058515406827,4.0,-0.14536283156790963,1.660976660493372,82.84836753415654,112.45683875174106,67.54809543971362,95.78065517057075,106.32589669587831,0,116.48178348046864,1
2007-01-01,2007-Q1,2007,1,111.0143530307874,-0.09833032435763595,116.65089690290644,109.60616527320397,95.5846127469796,76.45118584854822,67.35915920305968,4.0,-0.3562699460328972,1.5685960076061796,82.32198125661047,112.566573437147,68.52989115898396,95.69534574844921,106.60740922666487,0,116.65089690290644,1
2007-04-01,2007-Q2,2007,2,110.84216975184171,-0.1551000156690971,116.82800058517131,110.01480692088728,95.3179346735634,76.73301987008466,67.58871379706987,4.0,-0.27508689950037574,1.511608425227024,81.37576721503642,112.03918747174987,68.29396374689227,95.62953440855281,106.67988934564771,0,116.82800058517131,1
2007-07-01,2007-Q3,2007,3,111.00049249618219,0.14283620096480498,116.72749436236158,110.03068606136628,95.69029559770453,77.282434342117,67.62422714678111,4.0,-0.32067349253889993,1.5474623868750494,80.43047743034346,111.88759372472828,68.04464206111108,95.55286976658117,106.67281412142698,0,116.72749436236158,1
2007-10-01,2007-Q4,2007,4,111.03785059130699,0.03365579222640051,116.34605688967635,111.13541927053402,95.12457199918464,77.55105538790778,67.8597711122253,4.0,-0.4367278964088415,1.510475377628333,81.2415688278718,112.41377460394312,68.41976105018865,95.4485432570587,106.7552807565784,0,116.34605688967635,1
2008-01-01,2008-Q1,2008,1,111.4104798037662,0.33558755908444887,116.57661941977189,112.90351098070606,94.49435659792442,77.38304886777382,67.96527390237455,4.0,-0.45098535956376334,1.359564067797184,82.02198346906775,111.83997209221792,68.90124459100231,95.34092851805714,106.92459198817144,0,116.57661941977189,1
2008-04-01,2008-Q2,2008,2,111.58948107047429,0.1606682486453505,116.28105198593343,113.28359292195731,95.77918939179165,77.66659962016098,68.40152991495046,4.0,-0.5497444683904107,1.3052469237753492,81.97806586612177,112.01016499926999,68.65196949845945,95.20989564789713,106.5686146171351,0,116.28105198593343,1
2008-07-01,2008-Q3,2008,3,111.86478392493767,0.24671039942331946,116.22553355225992,114.16420622729508,96.04968109043539,77.51914177346372,68.64856249032303,4.0,-0.5480913436957716,0.9477480464303001,82.6761951768655,111.24592356000078,69.22226231389547,95.07943634880016,107.3308331073682,0,116.22553355225992,1
2008-10-01,2008-Q4,2008,4,111.77985888499384,-0.07591758278531505,116.4492863133458,112.16861022742566,95.70670240352302,77.16624357823615,68.41215598199052,4.152360014071329,-0.2772666901022136,0.5716257858546391,78.82935110021216,110.30991990855605,68.65995108935812,95.01353044726712,107.0376971296748,1,116.4492863133458,1
2009-01-01,2009-Q1,2009,1,112.14139200044202,0.3234331471290886,116.44569800127329,110.08487452189796,93.41576617061452,77.5193544511669,68.93198817787868,4.170943669423432,-0.2986730589302997,0.18932684792778232,73.46563350153254,109.09194278190228,68.45953823483924,94.94258549282098,107.03169120978276,1,116.44569800127329,1
2009-04-01,2009-Q2,2009,2,112.39216601889042,0.22362306546667554,117.34807020448714,110.28052367121414,93.83800074922867,77.58171889834789,69.01041928586324,4.0,-0.1893933381874513,0.6459998443114469,74.14649126010087,109.56243540560264,68.26667409850714,94.8976317598144,107.31876653788225,0,117.34807020448714,1
2009-07-01,2009-Q3,2009,3,112.53505410097297,0.12713348905343758,117.7446914693806,110.49186051392553,94.33596708182777,77.44688377652257,69.06463526612133,4.0,-0.07201603440682161,1.094623655365527,76.03541191812559,110.40403508772515,67.66003273494317,94.88054638202955,107.94743952508298,0,117.7446914693806,1
2009-10-01,2009-Q4,2009,4,112.4292548999027,-0.09401444013643295,118.2996415192851,110.64763955100827,94.24449294659382,77.72180935505664,69.24651994464298,4.0,-0.3718250247274335,1.2074474582151955,77.2742442568512,110.4108528075004,67.8129341807179,94.79234897826792,108.13540066518927,0,118.2996415192851,1
2010-01-01,2010-Q1,2010,1,113.07845568516862,0.577430479143452,118.72397701357467,110.46769537707812,95.01804391755753,77.96266132855048,69.33281765559572,4.0,-0.17097865320843894,0.9658088085663363,76.81643266909863,110.73368661099941,67.65014267772753,94.751830307861,108.08652004390343,0,118.72397701357467,1
2010-04-01,2010-Q2,2010,2,113.18946110716713,0.09816672975052435,119.22533377451235,110.31978630804768,94.78447059568978,78.12392621720714,68.92910189576945,4.0,0.07025881676502432,0.8902269678569998,77.33472324472008,111.53427750311931,67.97369598828278,94.76847318657038,108.08456974731382,0,119.22533377451235,1
2010-07-01,2010-Q3,2010,3,113.17435546043257,-0.013345453354761644,119.29391990744789,110.93173656100376,95.0137382854189,78.68148312135462,68.94215285444113,4.0,0.008257463827673228,1.1444568662743984,78.90060435293617,111.94944562601596,68.73538105860092,94.77042955466872,107.88750228361612,0,119.29391990744789,1
2010-10-01,2010-Q4,2010,4,113.20013718659511,0.022780537214167132,119.64505640516516,110.90889973470394,95.0717717760774,78.29896172265781,68.91708155528205,4.0,-0.4091143268393592,1.1438931696260615,77.88522718853534,111.84394835519996,68.86629658069643,94.67349970343989,107.92250585045254,0,119.64505640516516,1
2011-01-01,2011-Q1,2011,1,113.31920624129324,0.10518454982245715,119.8275279189336,111.34928768124469,94.86027754305044,78.54051185796162,69.23290069265731,4.0,-0.2307502856501602,1.5602406442632903,79.74325108163889,112.24218629900612,69.19850143278134,94.61888486068972,108.04442820908939,0,119.8275279189336,1
2011-04-01,2011-Q2,2011,2,113.02430747208601,-0.26023723514203445,119.76876504280716,111.54626539087558,95.12035565922051,78.18057806657212,69.3060415188011,4.0,-0.1879287750325705,1.6807588316769193,80.01422150615244,112.4189219483272,69.67676494383316,94.57443083287268,108.08135430188425,0,119.76876504280716,1
2011-07-01,2011-Q3,2011,3,113.05969791151772,0.0313122373613692,119.60069125643284,111.38842885741937,95.52154097045664,78.85716739889959,69.84434330786925,4.0,-0.28941577077604413,1.3016290942107234,79.86655511683458,112.25965085224074,69.24571643030201,94.50600250338468,108.01796391276369,0,119.60069125643284,1
2011-10-01,2011-Q4,2011,4,112.55467955259428,-0.4466829190704827,120.14212002525548,111.85981951743675,95.74172131329266,79.19539460550574,70.05511939945949,4.0,-0.6439283630745902,1.2691459115960637,80.51776512589052,112.9775534380177,69.4750998550124,94.35386476465285,108.17223846896192,0,120.14212002525548,1
2012-01-01,2012-Q1,2012,1,112.74939816423104,0.17299912576782453,120.02816011201993,113.04204103756263,95.27878650111278,79.22296284586058,70.3306842151892,4.0,-0.4527794126901078,1.0598287732603633,80.81442397900445,112.85063374114549,70.33284622412987,94.2470610459699,108.21007726293016,0,120.02816011201993,1
2012-04-01,2012-Q2,2012,2,112.29812840528714,-0.4002413904565346,120.7405781148762,113.17101966840684,96.3702922353214,79.83904336056044,70.39578621008782,4.0,-0.5134868811244911,1.163814876125838,79.79450761946188,113.39956411361845,70.19849573098092,94.1260744723908,108.41010859928357,0,,1
2012-07-01,2012-Q3,2012,3,112.82736264971948,0.4712761040168962,120.76420078175732,113.11042653038564,96.43287992087708,80.06946278598168,70.72667998962815,4.0,-0.742412415506492,0.8195323799248275,80.83511609500232,113.57705965192928,71.06068551571097,93.95137355661282,108.7938331811153,0,120.76420078175732,1
2012-10-01,2012-Q4,2012,4,112.69966212554188,-0.11318222918500848,120.90123865784888,112.99314142918915,97.06920171199488,80.12268544775645,71.021324319235,4.0,-0.3982463081087245,0.8742090437018406,81.90565110525444,113.57750375646499,71.34149053114942,93.85783408746116,108.68713540171355,0,120.90123865784888,1
2013-01-01,2013-Q1,2013,1,112.71799013182203,0.016262698516101015,121.32076529731125,113.60185881779779,97.13209937553826,80.66432352290882,70.72975116861959,4.0,-0.24800612053978727,0.9753288413512943,82.78091191651897,113.93448334848156,70.77451750882507,93.79964079417542,108.46410859919682,0,121.32076529731125,1
2013-04-01,2013-Q2,2013,2,112.83762686617517,0.10613810112585588,121.46116523043986,113.96337149479028,99.15905748547513,80.45925655205235,70.69030171263394,4.0,-0.3076442237848025,0.7722870708081653,83.25855699467539,113.7603742950094,70.77003566597473,93.72749849996687,108.73900984755075,0,121.46116523043986,1
2013-07-01,2013-Q3,2013,3,113.46538138582756,0.5563343869300886,122.35821955776116,113.41027696301603,98.78481280381037,80.35564561065536,70.88475411863052,4.0,-0.6181848236460004,0.5857463376162315,81.89428715070108,114.42314816616093,70.97238701990099,93.58264620713942,108.96909827205218,0,122.35821955776116,1
2013-10-01,2013-Q4,2013,4,113.75324130024433,0.25369845048855383,122.55317803052758,113.0830164707717,97.84168392772179,80.5960293759303,70.82679848534468,4.0,-0.5475254063395731,0.8295119520233845,81.66814567747333,114.7748716358232,71.18889184278189,93.45454901616218,108.88196723545134,0,122.55317803052758,1
2014-01-01,2014-Q1,2014,1,113.9117128948386,0.13931171787536517,122.90632150594648,112.55432284869379,97.11030093100148,80.20405388735155,70.83505693276624,4.0,-0.38210989912678683,0.6548420770213967,82.01323605889085,114.72485472985966,70.48810079262302,93.3652742454184,108.92141814353545,0,122.90632150594648,1
2014-04-01,2014-Q2,2014,2,113.97108465399612,0.052120855396423076,123.47942487481372,112.70007272772774,96.87068794594984,81.23218875021036,70.82625091422351,4.0,-0.3372533354204382,0.5232340695712987,82.01743075047423,114.75241942858271,70.03110138602331,93.28655487003913,108.90132648541864,0,123.47942487481372,1
2014-07-01,2014-Q3,2014,3,114.05988330292558,0.0779133138892566,124.09051467394089,113.88220105865487,97.89134284501186,81.26540696670658,70.8825527234439,4.0,-0.21682484155413095,0.8735959734796285,80.8567451846456,115.12244740248293,70.65414988216784,93.23598776384206,109.04312547219459,0,124.09051467394089,1
2014-10-01,2014-Q4,2014,4,113.56944171050827,-0.42998605488205205,124.95510579124334,113.93415768707443,97.66818857372488,81.70375064429805,71.22275282581029,4.0,-0.07880790107563101,1.0675124381632277,80.16471532178696,115.07555972447338,71.34426121439708,93.21761843259111,109.11836127526749,0,124.95510579124334,1
2015-01-01,2015-Q1,2015,1,113.65521042323924,0.0755209424640716,125.1596125834322,114.2299088239864,98.04388008837007,81.53579742227741,71.4554354956879,4.0,-0.19692032955511765,1.197368978497731,81.15727985845804,114.9552680645889,71.22813625004605,93.17172732223588,108.9353972822017,0,125.1596125834322,1
2015-04-01,2015-Q2,2015,2,113.19378130074679,-0.4059902936030318,124.44223674898485,113.77880209933402,97.96979752956969,81.95274856220497,71.56037960708817,4.0,-0.1425022204118027,1.660871450453493,80.54459314651048,115.6047077266535,71.35099056148916,93.13853437717833,108.62223694150914,0,124.44223674898485,1
2015-07-01,2015-Q3,2015,3,113.40883453608737,0.1899867933285155,124.62232680743149,113.54173778369406,97.81363407176386,81.98307748396851,71.60031846402721,4.0,-0.4391612564810854,1.35673313014107,80.36660561337773,115.32467006650866,71.5914642934719,93.0362772877186,108.61276929661777,0,124.62232680743149,1
